Index	PROVINCE_N	DISTRICT_N	Polling_D	DSD_N	Local_Gov	Ward	Type_Ward	GND_N	GND_NO	Votes	TOT_POP	E_Sinhales	E_SLTamil	E_IndTamil	E_SLMoor	E_Burgher	E_Malay	E_SLChetty	E_Bharatha	E_Other	E_AllTamil	E_AllOther
160	Eastern	Ampara	Samantura	Irakkamam	Irakkamam PS	Varipathanchenai North		Varipathanchenai 01	IR85	859	1285	114	1	1	1173	0	0	0	0	0	2	0
161	Eastern	Ampara	Samantura	Irakkamam	Irakkamam PS	Varipathanchenai North		Varipathanchenai 02	IR85A	1047	1595	6	0	2	1588	0	0	0	0	0	2	0
162	Eastern	Ampara	Samantura	Irakkamam	Irakkamam PS	Varipathanchenai South		Varipathanchenai 03	IR85B	960	1445	46	0	0	1404	0	0	0	0	0	0	0
163	Eastern	Ampara	Kalmunee	Kalmunai	Kalmunai MC	Kalmunai 02		Islamabad & kalmunai Tow	KP/59A	827	1309	116	28	3	1188	0	0	0	0	0	31	0
164	Eastern	Ampara	Kalmunee	Kalmunai	Kalmunai MC	Kalmunai 02		Kalmunai Muslim Section	KP/59	2035	2911	3	2	2	2922	0	0	0	0	0	4	0
165	Eastern	Ampara	Kalmunee	Kalmunai	Kalmunai MC	Kalmunai Kudy 01		Kalmunaikudi 01	KP/58	1011	1437	0	1	0	1434	0	0	0	0	3	1	3
166	Eastern	Ampara	Kalmunee	Kalmunai	Kalmunai MC	Kalmunai 02		Kalmunaikudi 02	KP/58C	1107	1345	4	0	0	1345	0	0	0	0	0	0	0
167	Eastern	Ampara	Kalmunee	Kalmunai	Kalmunai MC	Kalmunai Kudy 01		Kalmunaikudi 03	KP/58A	668	2464	1	0	1	2465	0	0	0	0	0	1	0
168	Eastern	Ampara	Kalmunee	Kalmunai	Kalmunai MC	Kalmunai Kudy 01		Kalmunaikudi 04	KP/58B	733	818	0	0	0	818	1	0	0	0	0	0	1
169	Eastern	Ampara	Kalmunee	Kalmunai	Kalmunai MC	Kalmunai- Kudy 02		Kalmunaikudi 05	KP/56	1301	1615	0	0	1	1623	0	0	0	0	0	1	0
170	Eastern	Ampara	Kalmunee	Kalmunai	Kalmunai MC	Kalmunai- Kudy 02		Kalmunaikudi 06	KP/56F	850	1137	0	0	0	1140	0	0	0	0	0	0	0
171	Eastern	Ampara	Kalmunee	Kalmunai	Kalmunai MC	Kalmunai- Kudy 02		Kalmunaikudi 07	KP/56E	1144	1418	1	0	0	1422	0	0	0	0	0	0	0
172	Eastern	Ampara	Kalmunee	Kalmunai	Kalmunai MC	Kalmunai Kudy 03		Kalmunaikudi 08	KP/56D	869	1111	0	2	0	1113	0	0	0	0	0	2	0
173	Eastern	Ampara	Kalmunee	Kalmunai	Kalmunai MC	Kalmunai Kudy 03		Kalmunaikudi 09	KP/56B	1871	2487	1	1	1	2495	0	0	0	0	0	2	0
174	Eastern	Ampara	Kalmunee	Kalmunai	Kalmunai MC	Kalmunai Kudy 04		Kalmunaikudi 10	KP/56C	781	1009	22	2	9	974	0	0	0	0	1	11	1
175	Eastern	Ampara	Kalmunee	Kalmunai	Kalmunai MC	Kalmunai Kudy 04		Kalmunaikudi 11	KP/56A	868	1022	2	0	0	1023	0	0	0	0	0	0	0
176	Eastern	Ampara	Kalmunee	Kalmunai	Kalmunai MC	Kalmunai Kudy 04		Kalmunaikudi 12	KP/55	753	1020	1	0	3	1026	1	0	0	0	0	3	1
177	Eastern	Ampara	Kalmunee	Kalmunai	Kalmunai MC	Kalmunai Kudy 05		Kalmunaikudi 13	KP/54A	1237	1618	1	0	3	1616	0	0	0	0	0	3	0
178	Eastern	Ampara	Kalmunee	Kalmunai	Kalmunai MC	Kalmunai Kudy 05		Kalmunaikudi 14	KP/54	1351	1863	1	0	0	1864	0	0	0	0	0	0	0
179	Eastern	Ampara	Kalmunee	Kalmunai	Kalmunai MC	Maruthamunai 01		Maruthamunai 01	KP/67B	662	801	0	0	2	799	0	0	0	0	0	2	0
180	Eastern	Ampara	Kalmunee	Kalmunai	Kalmunai MC	Maruthamunai 01		Maruthamunai 02	KP/67	737	1052	0	1	1	1052	0	0	0	0	0	2	0
181	Eastern	Ampara	Kalmunee	Kalmunai	Kalmunai MC	Maruthamunai 02		Maruthamunai 03	KP/67A	2991	3983	1	0	2	3985	0	0	0	0	0	2	0
182	Eastern	Ampara	Kalmunee	Kalmunai	Kalmunai MC	Maruthamunai 02		Maruthamunai 04	KP/67C	900	1534	0	1	0	1539	0	0	0	0	0	1	0
183	Eastern	Ampara	Kalmunee	Kalmunai	Kalmunai MC	Maruthamunai 03		Maruthamunai 05	KP/67D	757	1199	0	0	0	1203	0	0	0	0	0	0	0
184	Eastern	Ampara	Kalmunee	Kalmunai	Kalmunai MC	Maruthamunai 03		Maruthamunai 06	KP/68	2444	3573	5	0	9	3563	0	0	0	0	0	9	0
185	Eastern	Ampara	Kalmunee	Kalmunai	Kalmunai MC	Natpiddimunai 01		Natpiddimunai (M.P ) 01	KP/64A	717	975	0	27	8	943	0	0	0	0	0	35	0
186	Eastern	Ampara	Kalmunee	Kalmunai	Kalmunai MC	Natpiddimunai 01		Natpiddimunai (M.P ) 02	KP/64B	577	824	0	0	0	823	0	0	0	0	0	0	0
187	Eastern	Ampara	Kalmunee	Kalmunai	Kalmunai MC	Natpiddimunai 01		Natpiddimunai (M.P ) 03	KP/64	727	995	0	0	0	995	0	0	0	0	0	0	0
188	Eastern	Ampara	Kalmunee	Kalmunai	Kalmunai MC	Natpiddimunai 01		Natpiddimunai (M.P ) 04	KP/64C	732	1116	0	0	1	1116	0	0	0	0	0	1	0
189	Eastern	Ampara	Kalmunee	Kalmunai	Kalmunai MC	Natpiddimunai 01		Natpiddimunai (M.P ) 05	KP/64D	694	924	0	0	1	924	1	0	0	0	0	1	1
190	Eastern	Ampara	Kalmunee	Kalmunai	Kalmunai MC	Periyaneelavanai		Periyaneelavanai  Muslim	KP/72	1405	2024	4	0	0	2010	0	0	0	0	0	0	0
191	Eastern	Ampara	Kalmunee	Kalmunai	Kalmunai MC	Maruthamunai 01		Periyaneelavanai  Muslim	KP/72A	720	925	0	0	1	929	0	0	0	0	0	1	0
192	Eastern	Ampara	Kalmunee	Kalmunai Tamil Division	Kalmunai MC	Chenaikudiyiruppu		Chenaikudiyiruppu 01	KP/69/1	663	904	0	902	2	0	0	0	0	0	0	904	0
193	Eastern	Ampara	Kalmunee	Kalmunai Tamil Division	Kalmunai MC	Chenaikudiyiruppu		Chenaikudiyiruppu 01A	KP/69/2	1062	1497	3	1492	4	0	0	0	0	0	0	1496	0
194	Eastern	Ampara	Kalmunee	Kalmunai Tamil Division	Kalmunai MC	Chenaikudiyiruppu		Chenaikudiyiruppu 01B	KP/69/3	721	983	2	982	1	0	0	0	0	0	0	983	0
195	Eastern	Ampara	Kalmunee	Kalmunai Tamil Division	Kalmunai MC	Kalmunai 01		Kalmunai  01	KP/61/1	653	1018	18	809	10	16	168	0	0	0	0	819	168
196	Eastern	Ampara	Kalmunee	Kalmunai Tamil Division	Kalmunai MC	Kalmunai 01		Kalmunai  01A	KP/61/2	632	805	20	770	2	5	8	0	0	0	0	772	8
197	Eastern	Ampara	Kalmunee	Kalmunai Tamil Division	Kalmunai MC	Kalmunai 02		Kalmunai  01B	KP/61/3	355	562	5	499	12	2	46	0	0	0	0	511	46
198	Eastern	Ampara	Kalmunee	Kalmunai Tamil Division	Kalmunai MC	Kalmunai 02		Kalmunai  01C	KP/61/4	503	672	52	604	1	0	14	1	0	0	0	605	15
199	Eastern	Ampara	Kalmunee	Kalmunai Tamil Division	Kalmunai MC	Kalmunai 01		Kalmunai  01D	KP/61/5	531	891	16	840	9	0	26	0	0	0	1	849	27
200	Eastern	Ampara	Kalmunee	Kalmunai Tamil Division	Kalmunai MC	Kalmunai 02		Kalmunai  01E	KP/61/6	717	942	20	875	6	0	31	0	0	0	0	881	31
201	Eastern	Ampara	Kalmunee	Kalmunai Tamil Division	Kalmunai MC	Kalmunai 02		Kalmunai  02	KP/61/7	1017	1305	17	1281	6	6	1	0	0	0	0	1287	1
202	Eastern	Ampara	Kalmunee	Kalmunai Tamil Division	Kalmunai MC	Kalmunai 02		Kalmunai  02A	KP/61/8	616	807	0	832	0	0	0	0	0	0	0	832	0
203	Eastern	Ampara	Kalmunee	Kalmunai Tamil Division	Kalmunai MC	Kalmunai 02		Kalmunai  02B	KP/61/9	412	583	18	564	1	1	1	0	0	0	0	565	1
204	Eastern	Ampara	Kalmunee	Kalmunai Tamil Division	Kalmunai MC	Kalmunai 02		Kalmunai  03	KP/59/1	397	568	11	505	2	61	0	0	0	0	0	507	0
205	Eastern	Ampara	Kalmunee	Kalmunai Tamil Division	Kalmunai MC	Kalmunai 02		Kalmunai  03A	KP/59/2	365	543	6	420	11	108	0	0	0	0	0	431	0
206	Eastern	Ampara	Kalmunee	Kalmunai Tamil Division	Kalmunai MC	Natpiddimunai 02		Natpiddimunai (T.P ) 01	KP/62/1	722	952	0	872	0	79	0	0	0	0	0	872	0
207	Eastern	Ampara	Kalmunee	Kalmunai Tamil Division	Kalmunai MC	Natpiddimunai 02		Natpiddimunai (T.P ) 02	KP/62/2	931	1319	0	1266	10	47	0	0	0	0	0	1276	0
208	Eastern	Ampara	Kalmunee	Kalmunai Tamil Division	Kalmunai MC	Natpiddimunai 02		Natpiddimunai (T.P ) 03	KP/62/3	761	1075	14	875	9	39	146	0	0	0	0	884	146
209	Eastern	Ampara	Kalmunee	Kalmunai Tamil Division	Kalmunai MC	Pandiruppu 01		Pandiruppu 01	KP/66/1	601	940	1	930	1	9	0	0	0	0	0	931	0
210	Eastern	Ampara	Kalmunee	Kalmunai Tamil Division	Kalmunai MC	Pandiruppu 01		Pandiruppu 01A	KP/66/2	530	669	0	664	0	0	8	0	0	0	0	664	8
211	Eastern	Ampara	Kalmunee	Kalmunai Tamil Division	Kalmunai MC	Pandiruppu 01		Pandiruppu 01B	KP/66/3	664	857	0	852	4	0	1	0	0	0	0	856	1
212	Eastern	Ampara	Kalmunee	Kalmunai Tamil Division	Kalmunai MC	Pandiruppu 01		Pandiruppu 01C	KP/66/4	613	765	8	749	9	0	0	0	0	0	0	758	0
213	Eastern	Ampara	Kalmunee	Kalmunai Tamil Division	Kalmunai MC	Pandiruppu 02		"Pandiruppu 02
"	KP/66A/1	1295	1753	5	1732	8	0	0	0	0	0	0	1740	0
214	Eastern	Ampara	Kalmunee	Kalmunai Tamil Division	Kalmunai MC	Pandiruppu 02		Pandiruppu 02A	KP/66A/2	544	766	5	738	3	0	24	0	0	0	0	741	24
215	Eastern	Ampara	Kalmunee	Kalmunai Tamil Division	Kalmunai MC	Pandiruppu 02		Pandiruppu 02B	KP/66A/3	559	667	0	662	5	0	0	0	0	0	0	667	0
216	Eastern	Ampara	Kalmunee	Kalmunai Tamil Division	Kalmunai MC	Pandiruppu 02		Pandiruppu 02C	KP/66A/4	839	1052	0	1048	2	0	0	0	0	0	1	1050	1
217	Eastern	Ampara	Kalmunee	Kalmunai Tamil Division	Kalmunai MC	Periyaneelavanai		Periyaneelavanai  01	KP/71/1	962	1256	4	1253	3	0	0	0	0	0	0	1256	0
218	Eastern	Ampara	Kalmunee	Kalmunai Tamil Division	Kalmunai MC	Periyaneelavanai		Periyaneelavanai  01A	KP/71/2	581	789	2	783	6	0	0	0	0	0	0	789	0
219	Eastern	Ampara	Kalmunee	Kalmunai Tamil Division	Kalmunai MC	Periyaneelavanai		Periyaneelavanai  01B	KP/71/3	1137	1871	12	1842	4	1	15	0	0	0	0	1846	15
220	Eastern	Ampara	Kalmunee	Kalmunai Tamil Division	Kalmunai MC	Periyaneelavanai		Periyaneelavanai  02	KP/71/4	2031	2902	1	908	7	2007	0	0	0	0	0	915	0
221	Eastern	Ampara	Potuvil	Karaitheevu	Karaitheevu PS	Karaitheevu North		Karaitheevu 01	44	765	999	1	992	2	0	4	0	0	0	0	994	4
222	Eastern	Ampara	Potuvil	Karaitheevu	Karaitheevu PS	Karaitheevu North		Karaitheevu 02	45	459	557	0	557	0	0	0	0	0	0	0	557	0
223	Eastern	Ampara	Potuvil	Karaitheevu	Karaitheevu PS	Karaitheevu East		Karaitheevu 03	45A	337	400	1	401	0	0	0	0	0	0	0	401	0
224	Eastern	Ampara	Potuvil	Karaitheevu	Karaitheevu PS	Karaitheevu East		Karaitheevu 04	45B	275	391	0	388	3	0	0	0	0	0	0	391	0
225	Eastern	Ampara	Potuvil	Karaitheevu	Karaitheevu PS	Karaitheevu North		Karaitheevu 05	45C	499	697	1	714	0	0	0	0	0	0	0	714	0
226	Eastern	Ampara	Potuvil	Karaitheevu	Karaitheevu PS	Karaitheevu West		Karaitheevu 06	44D	396	513	0	514	0	0	0	0	0	0	0	514	0
227	Eastern	Ampara	Potuvil	Karaitheevu	Karaitheevu PS	Karaitheevu West		Karaitheevu 07	42	876	1093	0	1038	3	1	53	0	0	0	0	1041	53
228	Eastern	Ampara	Potuvil	Karaitheevu	Karaitheevu PS	Karaitheevu East		Karaitheevu 08	42B	931	1219	1	1214	2	0	2	0	0	0	0	1216	2
229	Eastern	Ampara	Potuvil	Karaitheevu	Karaitheevu PS	Karaitheevu East		Karaitheevu 09	42C	159	256	3	251	0	0	4	0	0	0	0	251	4
230	Eastern	Ampara	Potuvil	Karaitheevu	Karaitheevu PS	Karaitheevu West		Karaitheevu 10	42A	623	863	2	836	2	3	26	0	0	0	0	838	26
231	Eastern	Ampara	Potuvil	Karaitheevu	Karaitheevu PS	Karaitheevu South		Karaitheevu 11	42D	876	1148	2	1129	1	0	20	0	0	0	0	1130	20
232	Eastern	Ampara	Potuvil	Karaitheevu	Karaitheevu PS	Karaitheevu South		Karaitheevu 12	42E	1362	1884	3	1869	2	0	12	0	0	0	0	1871	12
233	Eastern	Ampara	Potuvil	Karaitheevu	Karaitheevu PS	Maligaikadu East/ Maligaikadu West	Multiple	Maligaikadu Central	44B	890	1250	0	0	0	1250	0	0	0	0	0	0	0
234	Eastern	Ampara	Potuvil	Karaitheevu	Karaitheevu PS	Maligaikadu East		Maligaikadu East	44C	932	1316	0	0	0	1316	0	0	0	0	0	0	0
235	Eastern	Ampara	Potuvil	Karaitheevu	Karaitheevu PS	Maligaikadu West		Maligaikadu West	44A	1044	1474	2	5	1	1466	0	0	0	0	0	6	0
236	Eastern	Ampara	Potuvil	Karaitheevu	Karaitheevu PS	Mavadipalli		Mavadipalli East	43	913	1311	2	0	3	1321	0	0	0	0	0	3	0
237	Eastern	Ampara	Potuvil	Karaitheevu	Karaitheevu PS	Mavadipalli		Mavadipalli West	43A	934	1410	9	2	1	1404	0	0	0	0	0	3	0
238	Eastern	Ampara	Potuvil	Lahugala	Lahugala PS	Dewalagoda		Dewalagoda	pp/08	481	681	676	6	0	0	0	0	0	0	0	6	0
239	Eastern	Ampara	Potuvil	Lahugala	Lahugala PS	Hulannuge		Hulannuge	PP/11	561	776	776	1	0	0	0	0	0	0	0	1	0
240	Eastern	Ampara	Potuvil	Lahugala	Lahugala PS	Kandahindagama		Hulannugee West	PP/12	427	575	578	0	0	0	0	0	0	0	0	0	0
241	Eastern	Ampara	Potuvil	Lahugala	Lahugala PS	Kandahindagama		Kandahindagama	PP/13	300	387	387	1	0	0	0	0	0	0	0	1	0
242	Eastern	Ampara	Potuvil	Lahugala	Lahugala PS	Lahugala		Lahugala	pp/09	523	773	771	4	0	2	0	0	0	0	0	4	0
243	Eastern	Ampara	Potuvil	Lahugala	Lahugala PS	Panama Central		Panama Central	PP/05	482	671	654	12	0	0	0	0	0	0	0	12	0
244	Eastern	Ampara	Potuvil	Lahugala	Lahugala PS	Panama North		Panama North	PP/04	956	1297	975	321	0	0	0	1	0	0	0	321	1
245	Eastern	Ampara	Potuvil	Lahugala	Lahugala PS	Panama South		Panama South	PP/02	911	1205	1074	134	1	0	0	0	0	0	0	135	0
246	Eastern	Ampara	Potuvil	Lahugala	Lahugala PS	Panama West		Panama West	PP/03	583	766	744	22	0	0	0	0	0	0	0	22	0
247	Eastern	Ampara	Potuvil	Lahugala	Lahugala PS	Pansalgoda		Pansalgoda	pp/07	317	422	363	59	0	0	0	0	0	0	0	59	0
248	Eastern	Ampara	Potuvil	Lahugala	Lahugala PS	Perani Lahugala		Perani Lahugala	pp/10	402	577	580	2	0	0	0	0	0	0	0	2	0
249	Eastern	Ampara	Potuvil	Lahugala	Lahugala PS	Shasthrawela		Shasthrawela	PP/06	590	770	755	15	0	0	0	0	0	0	0	15	0
250	Eastern	Ampara	Ampara	Mahaoya	Mahaoya PS	Aranthalawa		Aranthalawa	136A	968	1302	1307	1	0	0	0	0	0	0	0	1	0
251	Eastern	Ampara	Ampara	Mahaoya	Mahaoya PS	Samagipura		Bedirekka	144C	513	655	653	0	0	2	0	0	0	0	0	0	0
252	Eastern	Ampara	Ampara	Mahaoya	Mahaoya PS	Unuwathura Bubula		Bogamuyaya	144B/1	195	247	247	0	0	0	0	0	0	0	0	0	0
253	Eastern	Ampara	Ampara	Mahaoya	Mahaoya PS	Aranthalawa		Borapola	136A/1	696	921	936	0	1	0	2	0	0	0	0	1	2
254	Eastern	Ampara	Ampara	Mahaoya	Mahaoya PS	Dambadeniya		Dambadeniya	137A/1	1178	1623	1640	1	0	0	0	0	0	0	0	1	0
255	Eastern	Ampara	Ampara	Mahaoya	Mahaoya PS	Kekirihena		Iddapola	144A/1	678	901	911	2	0	0	0	0	0	0	0	2	0
256	Eastern	Ampara	Ampara	Mahaoya	Mahaoya PS	Kekirihena		Kekirihena	144A	1117	1591	1610	1	0	0	0	0	0	0	0	1	0
257	Eastern	Ampara	Ampara	Mahaoya	Mahaoya PS	Kelavinna		Kelavinna	136	1152	1502	1505	0	1	0	0	0	0	0	0	1	0
258	Eastern	Ampara	Ampara	Mahaoya	Mahaoya PS	Kudaharasgala		Kudaharasgala	137A/2	955	1420	1422	2	0	0	0	0	0	0	0	2	0
259	Eastern	Ampara	Ampara	Mahaoya	Mahaoya PS	Lahugala		Lahugala	137	695	1193	1193	0	0	0	0	0	0	0	0	0	0
260	Eastern	Ampara	Ampara	Mahaoya	Mahaoya PS	Mahaoya		Mahaoya	144	580	1216	1180	3	1	33	0	0	0	0	2	4	2
261	Eastern	Ampara	Ampara	Mahaoya	Mahaoya PS	Pollebedda		Pollebedda	136B	1397	1957	1962	2	0	1	0	0	0	0	1	2	1
262	Eastern	Ampara	Ampara	Mahaoya	Mahaoya PS	Tempitiya		Poolawala	145A	469	605	608	0	0	0	0	0	0	0	0	0	0
263	Eastern	Ampara	Ampara	Mahaoya	Mahaoya PS	Samagipura		Samagipura	136A/2	1378	1812	1811	2	1	1	0	0	0	0	0	3	0
264	Eastern	Ampara	Ampara	Mahaoya	Mahaoya PS	Tempitiya		Tempitiya	145	607	777	780	0	0	0	0	0	0	0	0	0	0
265	Eastern	Ampara	Ampara	Mahaoya	Mahaoya PS	Mahaoya		Thepelpola	144D	999	1309	1310	3	0	3	0	0	0	0	1	3	1
266	Eastern	Ampara	Ampara	Mahaoya	Mahaoya PS	Unuwathura Bubula		Unuwathura Bubula	144B	1242	1684	1686	0	0	0	0	0	0	0	0	0	0
267	Eastern	Ampara	Samantura	Navithanveli	Navithanveli PS	Annamalai		Annamalai 01	SP/95A	782	954	2	953	0	0	0	0	0	0	0	953	0
268	Eastern	Ampara	Samantura	Navithanveli	Navithanveli PS	Navidanveli		Annamalai 02	SP/95B	1127	1443	3	1476	2	0	0	0	0	0	0	1478	0
269	Eastern	Ampara	Samantura	Navithanveli	Navithanveli PS	Central Camp North		Annamalai 03	SP/95C	389	511	0	507	4	0	0	0	0	0	0	511	0
270	Eastern	Ampara	Samantura	Navithanveli	Navithanveli PS	Central Camp		Central Camp 01	SP/93A	695	910	2	533	5	377	0	0	0	0	0	538	0
271	Eastern	Ampara	Samantura	Navithanveli	Navithanveli PS	Central Camp		Central Camp 02	SP/93B	640	744	18	589	2	135	0	0	0	0	0	591	0
272	Eastern	Ampara	Samantura	Navithanveli	Navithanveli PS	Central Camp		Central Camp 03	SP/93C	673	1009	105	270	2	634	0	0	0	0	1	272	1
273	Eastern	Ampara	Samantura	Navithanveli	Navithanveli PS	Central Camp		Central Camp 04	SP/93D	517	674	2	671	1	0	0	0	0	0	0	672	0
274	Eastern	Ampara	Samantura	Navithanveli	Navithanveli PS	Central Camp North		Central Camp 05	SP/93E	723	861	3	858	1	0	0	0	0	0	0	859	0
275	Eastern	Ampara	Samantura	Navithanveli	Navithanveli PS	Central Camp North		Central Camp 06	SP/93F	811	1104	1	1103	2	0	0	0	0	0	0	1105	0
276	Eastern	Ampara	Samantura	Navithanveli	Navithanveli PS	Chalambaikerny Central		Chalambaikerny 01	SP/94A	1035	1513	1	0	2	1509	1	0	0	0	0	2	1
277	Eastern	Ampara	Samantura	Navithanveli	Navithanveli PS	Chalambaikerny Central		Chalambaikerny 02	SP/94B	417	530	0	36	2	488	0	0	0	0	0	38	0
278	Eastern	Ampara	Samantura	Navithanveli	Navithanveli PS	Chalambaikerny North		Chalambaikerny 03	SP/94D	664	1066	3	5	1	1058	0	0	0	0	0	6	0
279	Eastern	Ampara	Samantura	Navithanveli	Navithanveli PS	Chalambaikerny North		Chalambaikerny 04	SP/94E	1053	1560	4	37	1	1519	0	0	0	0	0	38	0
280	Eastern	Ampara	Samantura	Navithanveli	Navithanveli PS	Chalambaikerny Central		Chalambaikerny 05	SP/94F	414	557	0	1	0	552	4	0	0	0	0	1	4
281	Eastern	Ampara	Samantura	Navithanveli	Navithanveli PS	Annamalai		Chavalakade	SP/93	496	673	30	638	4	1	0	0	0	0	0	642	0
282	Eastern	Ampara	Samantura	Navithanveli	Navithanveli PS	Annamalai		Navithanveli 01	SP/94/1	890	1151	1	1146	7	0	0	0	0	0	0	1153	0
283	Eastern	Ampara	Samantura	Navithanveli	Navithanveli PS	Navidanveli		Navithanveli 02	SP/94/2	820	971	1	969	0	0	0	0	0	0	0	969	0
284	Eastern	Ampara	Samantura	Navithanveli	Navithanveli PS	Sorikalmunai		Sorikalmunai 01	SP/90	902	1129	2	1122	4	0	5	0	0	0	0	1126	5
285	Eastern	Ampara	Samantura	Navithanveli	Navithanveli PS	Sorikalmunai		Sorikalmunai 02	SP/90A	338	478	0	470	1	8	0	0	0	0	0	471	0
286	Eastern	Ampara	Samantura	Navithanveli	Navithanveli PS	Sorikalmunai		Sorikalmunai 03	SP/90B	644	834	0	719	4	109	0	0	0	0	0	723	0
287	Eastern	Ampara	Potuvil	Ninthavur	Ninthavur PS	Colony		Ninthavur 01	41	1165	1437	1	0	0	1437	1	0	0	0	0	0	1
288	Eastern	Ampara	Potuvil	Ninthavur	Ninthavur PS	Colony		Ninthavur 02	40	908	1179	1	0	0	1179	0	0	0	0	0	0	0
289	Eastern	Ampara	Potuvil	Ninthavur	Ninthavur PS	Colony		Ninthavur 03	39	1238	1643	0	1	0	1642	0	0	0	0	0	1	0
290	Eastern	Ampara	Potuvil	Ninthavur	Ninthavur PS	Manthottam		Ninthavur 04	38	1278	1659	1	0	3	1652	1	0	0	0	0	3	1
291	Eastern	Ampara	Potuvil	Ninthavur	Ninthavur PS	Manthottam		Ninthavur 05	37	1500	2075	1	0	0	2074	1	0	0	0	0	0	1
292	Eastern	Ampara	Potuvil	Ninthavur	Ninthavur PS	Musthafa Puram		Ninthavur 06	38A	938	1201	1	0	0	1201	0	0	0	0	0	0	0
293	Eastern	Ampara	Potuvil	Ninthavur	Ninthavur PS	Musthafa Puram		Ninthavur 07	37A	904	1145	0	30	3	1113	0	0	0	0	0	33	0
294	Eastern	Ampara	Potuvil	Ninthavur	Ninthavur PS	Musthafa Puram		Ninthavur 08	37B	1145	1482	0	0	1	1484	0	0	0	0	0	1	0
295	Eastern	Ampara	Potuvil	Ninthavur	Ninthavur PS	Allimulai		Ninthavur 09	37C	1461	1888	3	9	6	1879	0	0	0	0	0	15	0
296	Eastern	Ampara	Potuvil	Ninthavur	Ninthavur PS	Allimulai		Ninthavur 10	36	651	896	2	640	2	253	0	0	0	0	0	642	0
297	Eastern	Ampara	Potuvil	Ninthavur	Ninthavur PS	Meera Nagar		Ninthavur 11	41A	1089	1286	0	0	2	1286	0	0	0	0	0	2	0
298	Eastern	Ampara	Potuvil	Ninthavur	Ninthavur PS	Meera Nagar		Ninthavur 12	41B	745	968	0	0	1	965	2	0	0	0	0	1	2
299	Eastern	Ampara	Potuvil	Ninthavur	Ninthavur PS	Rahumaniya		Ninthavur 13	40A	620	763	2	1	4	761	0	0	0	0	0	5	0
300	Eastern	Ampara	Potuvil	Ninthavur	Ninthavur PS	Rahumaniya		Ninthavur 14	39A	589	732	0	0	1	728	0	0	0	0	0	1	0
301	Eastern	Ampara	Potuvil	Ninthavur	Ninthavur PS	Rahumaniya		Ninthavur 15	39B	727	953	0	0	0	957	0	0	0	0	0	0	0
302	Eastern	Ampara	Potuvil	Ninthavur	Ninthavur PS	Central		Ninthavur 16	38B	660	792	1	3	1	789	0	0	0	0	0	4	0
303	Eastern	Ampara	Potuvil	Ninthavur	Ninthavur PS	Central		Ninthavur 17	38C	596	754	5	0	0	753	0	0	0	0	0	0	0
304	Eastern	Ampara	Potuvil	Ninthavur	Ninthavur PS	Central		Ninthavur 18	37D	494	659	0	0	0	659	0	0	0	0	0	0	0
305	Eastern	Ampara	Potuvil	Ninthavur	Ninthavur PS	Arasayady		Ninthavur 19	38D	455	609	0	3	0	606	0	0	0	0	0	3	0
306	Eastern	Ampara	Potuvil	Ninthavur	Ninthavur PS	Arasayady		Ninthavur 20	37E	378	499	0	206	3	291	0	0	0	0	0	209	0
307	Eastern	Ampara	Potuvil	Ninthavur	Ninthavur PS	Arasayady		Ninthavur 21	37F	465	608	0	0	2	606	0	0	0	0	0	2	0
308	Eastern	Ampara	Potuvil	Ninthavur	Ninthavur PS	Arasayady		Ninthavur 22	37G	918	1222	0	25	0	1196	1	0	0	0	0	25	1
309	Eastern	Ampara	Potuvil	Ninthavur	Ninthavur PS	Allimulai		Ninthavur 23	36A	606	802	0	54	0	748	0	0	0	0	0	54	0
310	Eastern	Ampara	Potuvil	Ninthavur	Ninthavur PS	Meera Nagar		Ninthavur 24	39C	490	579	0	0	2	577	0	0	0	0	0	2	0
311	Eastern	Ampara	Potuvil	Ninthavur	Ninthavur PS	Central		Ninthavur 25	38E	385	498	0	1	0	497	0	0	0	0	0	1	0
312	Eastern	Ampara	Ampara	Padiyathalawa	Padiyathalawa PS	Komana/ Marangala	Multiple	Dorakumbura	139	528	729	734	0	0	0	0	0	0	0	0	0	0
313	Eastern	Ampara	Ampara	Padiyathalawa	Padiyathalawa PS	Galoda		Galode	141A	780	1016	1016	2	0	0	0	0	0	0	0	2	0
314	Eastern	Ampara	Ampara	Padiyathalawa	Padiyathalawa PS	Padiyathalawa		Hagamwela	141C	621	846	861	0	0	0	0	0	0	0	0	0	0
315	Eastern	Ampara	Ampara	Padiyathalawa	Padiyathalawa PS	Holike		Holike	138	645	884	885	0	0	0	0	0	0	0	0	0	0
316	Eastern	Ampara	Ampara	Padiyathalawa	Padiyathalawa PS	Kehelulla		Kehelulla	140	834	1150	1135	1	0	0	0	0	0	0	0	1	0
317	Eastern	Ampara	Ampara	Padiyathalawa	Padiyathalawa PS	Kirawana		Kirawana	140C	956	1353	1350	1	2	0	0	0	0	0	0	3	0
318	Eastern	Ampara	Ampara	Padiyathalawa	Padiyathalawa PS	Kolamanthalawa		Kolamanthalawa	138B	554	717	721	0	0	0	0	0	0	0	0	0	0
319	Eastern	Ampara	Ampara	Padiyathalawa	Padiyathalawa PS	Komana		Komana	139B	656	860	860	0	0	0	0	0	0	0	0	0	0
